book_id,title,author,genre,published_year,price,stock
75,The Name of the Rose,Umberto Eco,Thriller,1876,23.09,54
76,Moby-Dick (Revised Edition),Herman Melville,Romance,1930,48.09,82
77,Sapiens (Revised Edition),Yuval Noah Harari,Biography,1912,30.81,50
78,Brave New World,Aldous Huxley,Mystery,1879,57.06,70
79,The Shining,Stephen King,Historical Fiction,1964,15.43,53
80,The Alchemist,Paulo Coelho,Horror,1975,5.49,21
81,The Great Gatsby (Revised Edition),F. Scott Fitzgerald,Horror,1899,19.24,88
82,The Book Thief (International Edition),Markus Zusak,Mystery,1989,55.91,24
83,Dune,Frank Herbert,Romance,1872,48.81,90
84,Sapiens (Anniversary Edition),Yuval Noah Harari,Mystery,1917,30.76,82
85,Brave New World,Aldous Huxley,Non-Fiction,1990,48.8,85
86,Sapiens (International Edition),Yuval Noah Harari,Science Fiction,1888,39.46,7
87,The Da Vinci Code,Dan Brown,Fiction,1925,54.62,51
88,The Catcher in the Rye,J.D. Salinger,Fantasy,2018,58.61,42
89,Brave New World,Aldous Huxley,Science Fiction,1861,5.13,8
90,Dune (International Edition),Frank Herbert,Biography,1856,21.03,88
91,The Alchemist,Paulo Coelho,Romance,1883,22.7,11
92,The Da Vinci Code,Dan Brown,Romance,1952,35.25,47
93,The Book Thief (Collector Edition),Markus Zusak,Adventure,1885,47.7,40
94,Brave New World (Illustrated Edition),Aldous Huxley,Thriller,1872,50.62,42
95,To Kill a Mockingbird (International Edition),Harper Lee,Adventure,2018,21.61,84
96,The Great Gatsby (Illustrated Edition),F. Scott Fitzgerald,Horror,1862,50.34,37
97,Sapiens (Revised Edition),Yuval Noah Harari,Fiction,1969,30.48,21
98,Life of Pi (Illustrated Edition),Yann Martel,Fiction,1976,23.1,11
99,The Road (Illustrated Edition),Cormac McCarthy,Science Fiction,1861,50.31,20
100,The Great Gatsby (Collector Edition),F. Scott Fitzgerald,Thriller,1956,19.65,97
101,Nineteen Eighty Four (Revised Edition),George Orwell,Romance,1961,29.2,19
102,The Kite Runner (Collector Edition),Khaled Hosseini,Young Adult,1893,43.78,73
103,Moby-Dick,Herman Melville,Fantasy,1873,51.89,42
104,Sapiens (Revised Edition),Yuval Noah Harari,Horror,1864,30.96,6
105,The Da Vinci Code (Anniversary Edition),Dan Brown,Young Adult,1935,29.92,56
106,The Catcher in the Rye,J.D. Salinger,Romance,1996,54.96,58
107,Moby-Dick (Revised Edition),Herman Melville,Fiction,2010,31.92,55
108,Pride and Prejudice,Jane Austen,Fiction,1869,52.87,8
109,The Hobbit,J.R.R. Tolkien,Adventure,1915,24,57
110,Life of Pi,Yann Martel,Adventure,1863,47.26,20
111,Dune (Revised Edition),Frank Herbert,Biography,1873,17.56,19
112,To Kill a Mockingbird,Harper Lee,Horror,1984,34.74,98
113,The Martian (Anniversary Edition),Andy Weir,Mystery,1937,14.96,76
114,To Kill a Mockingbird (Collector Edition),Harper Lee,Adventure,1993,48.83,22
115,The Shining,Stephen King,Thriller,1886,9.28,51
116,The Kite Runner,Khaled Hosseini,Romance,1955,29.26,62
117,Moby-Dick (Revised Edition),Herman Melville,Biography,1919,47.52,60
118,The Catcher in the Rye,J.D. Salinger,Fiction,1889,7.71,19
119,The Da Vinci Code (Illustrated Edition),Dan Brown,Biography,1856,24.54,80
120,Harry Potter and the Philosopher's Stone,J.K. Rowling,Science Fiction,1889,29.51,52
121,The Martian (Illustrated Edition),Andy Weir,Historical Fiction,1894,10.1,99
122,To Kill a Mockingbird,Harper Lee,Horror,1982,17.51,51
123,The Alchemist (Collector Edition),Paulo Coelho,Historical Fiction,1906,18.74,17
124,Harry Potter and the Philosopher's Stone (Illustrated Edition),J.K. Rowling,Mystery,1928,18,3
125,Dune,Frank Herbert,Non-Fiction,1895,36.3,38
126,Pride and Prejudice (Anniversary Edition),Jane Austen,Mystery,1919,25.62,6
127,Dune (Illustrated Edition),Frank Herbert,Historical Fiction,1973,28.98,22
128,The Book Thief,Markus Zusak,Non-Fiction,1854,59.15,73
129,Moby-Dick,Herman Melville,Adventure,1851,6.84,52
130,To Kill a Mockingbird,Harper Lee,Adventure,1851,11.44,24
131,The Road,Cormac McCarthy,Fantasy,1900,31.18,93
132,The Name of the Rose,Umberto Eco,Fantasy,1866,56.5,25
133,Sapiens (International Edition),Yuval Noah Harari,Fiction,1996,5.12,64
134,The Great Gatsby,F. Scott Fitzgerald,Adventure,1872,6.2,35
135,The Hobbit,J.R.R. Tolkien,Biography,1916,51.81,37
136,The Alchemist,Paulo Coelho,Historical Fiction,1896,42.29,67
137,The Road (Illustrated Edition),Cormac McCarthy,Young Adult,1977,12.83,84
138,The Kite Runner (Collector Edition),Khaled Hosseini,Young Adult,1955,19.82,18
139,Brave New World (Illustrated Edition),Aldous Huxley,Non-Fiction,1895,21.62,69
140,The Shining (Collector Edition),Stephen King,Fantasy,1948,48.83,86
141,Sapiens (Anniversary Edition),Yuval Noah Harari,Non-Fiction,1895,47.87,88
142,The Name of the Rose,Umberto Eco,Thriller,1942,28.05,33
143,The Book Thief (Revised Edition),Markus Zusak,Biography,1950,57.76,60
144,The Kite Runner (Revised Edition),Khaled Hosseini,Fantasy,1915,8.96,74
145,Brave New World,Aldous Huxley,Horror,1891,51.81,67
146,The Shining (Anniversary Edition),Stephen King,Horror,1860,15.17,43
147,The Name of the Rose (Illustrated Edition),Umberto Eco,Thriller,1959,6.88,43
148,The Great Gatsby,F. Scott Fitzgerald,Adventure,2023,36.15,25
149,Moby-Dick (Collector Edition),Herman Melville,Romance,1933,39.11,91
150,Nineteen Eighty Four  (Illustrated Edition),George Orwell,Fantasy,1969,35.97,80
151,To Kill a Mockingbird,Harper Lee,Fantasy,1878,6.96,8
152,Sapiens,Yuval Noah Harari,Biography,1896,36.81,67
153,To Kill a Mockingbird (Revised Edition),Harper Lee,Historical Fiction,2018,54.27,97
154,The Martian,Andy Weir,Horror,1958,37.95,3
155,The Kite Runner,Khaled Hosseini,Fantasy,1939,22.09,98
156,Brave New World (Anniversary Edition),Aldous Huxley,Biography,1939,22.26,69
157,The Alchemist (Anniversary Edition),Paulo Coelho,Horror,1943,13.06,11
158,Sapiens (Revised Edition),Yuval Noah Harari,Fantasy,1973,53.31,72
159,Moby-Dick (Collector Edition),Herman Melville,Biography,1862,28.17,77
160,The Da Vinci Code,Dan Brown,Fiction,1901,41.23,32
161,Sapiens (Illustrated Edition),Yuval Noah Harari,Mystery,1894,35.27,68
162,The Alchemist,Paulo Coelho,Fiction,1921,52.7,74
163,War and Peace,Leo Tolstoy,Historical Fiction,1869,14.53,77
164,The Road,Cormac McCarthy,Romance,1882,53.34,79
165,The Catcher in the Rye,J.D. Salinger,Adventure,1880,7.23,93
166,Pride and Prejudice,Jane Austen,Non-Fiction,1990,50.75,62
167,The Shining,Stephen King,Fantasy,1910,47.8,53
168, (Collector Edition),George Orwell,Thriller,1988,27.86,59
169,The Catcher in the Rye,J.D. Salinger,Young Adult,1896,8.28,3
170,Sapiens (Illustrated Edition),Yuval Noah Harari,Fiction,1965,34.14,22
171,The Name of the Rose (Anniversary Edition),Umberto Eco,Science Fiction,1898,39.02,85
172,The Book Thief,Markus Zusak,Biography,1970,20.23,38
173,The Great Gatsby,F. Scott Fitzgerald,Young Adult,2016,50,81
174,Moby-Dick,Herman Melville,Horror,1897,51.03,68
175,The Alchemist (Illustrated Edition),Paulo Coelho,Non-Fiction,1983,8.91,64
176,To Kill a Mockingbird,Harper Lee,Thriller,1905,35.12,38
177,The Shining,Stephen King,Thriller,1975,26.36,56
178,Brave New World,Aldous Huxley,Young Adult,1898,31.32,77
179,The Da Vinci Code,Dan Brown,Biography,1996,16.74,67
180,The Catcher in the Rye (Anniversary Edition),J.D. Salinger,Romance,1862,30.31,66
181,The Great Gatsby (Revised Edition),F. Scott Fitzgerald,Adventure,1869,17.75,71
182,Life of Pi (Illustrated Edition),Yann Martel,Historical Fiction,1871,16.19,16
183,Dune (Anniversary Edition),Frank Herbert,Science Fiction,1901,5.99,93
184,The Alchemist (Anniversary Edition),Paulo Coelho,Mystery,1921,17.87,64
185,The Martian,Andy Weir,Mystery,1982,44.93,43
186,The Hobbit (Illustrated Edition),J.R.R. Tolkien,Horror,2017,40.92,34
187,The Name of the Rose (Anniversary Edition),Umberto Eco,Mystery,1991,16.81,73
188,The Hobbit (Anniversary Edition),J.R.R. Tolkien,Young Adult,1854,39.26,34
189,Sapiens,Yuval Noah Harari,Historical Fiction,1852,51.67,60
190,Sapiens,Yuval Noah Harari,Adventure,1910,30.23,0
191,The Catcher in the Rye (Revised Edition),J.D. Salinger,Fantasy,2015,20.57,11
192,Moby-Dick (Collector Edition),Herman Melville,Science Fiction,1904,15.71,1
193,The Great Gatsby,F. Scott Fitzgerald,Fantasy,2016,22.35,4
194,Dune (Anniversary Edition),Frank Herbert,Fiction,1877,10.69,17
195,The Book Thief (Collector Edition),Markus Zusak,Romance,1872,35.67,23
196,Sapiens (Illustrated Edition),Yuval Noah Harari,Romance,1923,15.01,28
197,The Road (Collector Edition),Cormac McCarthy,Romance,1953,54.5,25
198,To Kill a Mockingbird (Illustrated Edition),Harper Lee,Fantasy,1985,37.8,98
199,The Kite Runner (Revised Edition),Khaled Hosseini,Science Fiction,1985,48.58,100
200,The Book Thief (Collector Edition),Markus Zusak,Adventure,1966,52.23,47
201,Sapiens (International Edition),Yuval Noah Harari,Non-Fiction,1884,19.09,21
202,The Shining (Collector Edition),Stephen King,Fiction,1946,44.91,8
203,The Catcher in the Rye,J.D. Salinger,Mystery,1879,50.59,13
204,The Hobbit (International Edition),J.R.R. Tolkien,Young Adult,2000,48.12,67
205,The Name of the Rose,Umberto Eco,Mystery,1926,55.67,82
206,Pride and Prejudice,Jane Austen,Fiction,1917,44.71,2
207,The Great Gatsby,F. Scott Fitzgerald,Young Adult,1956,31.1,50
208,The Hobbit,J.R.R. Tolkien,Romance,1894,52.11,45
209,The Book Thief,Markus Zusak,Thriller,1974,31.53,72
210,To Kill a Mockingbird,Harper Lee,Thriller,1972,9.33,81
211,The Alchemist (Collector Edition),Paulo Coelho,Biography,1978,11.1,68
212,Nineteen Eighty Four  (Illustrated Edition),George Orwell,Romance,1975,16.4,26
213,Pride and Prejudice (Illustrated Edition),Jane Austen,Mystery,2021,37.6,100
214,Pride and Prejudice (Anniversary Edition),Jane Austen,Horror,1908,21.69,95
215,Life of Pi (Revised Edition),Yann Martel,Historical Fiction,2020,28.09,2
216,Brave New World (International Edition),Aldous Huxley,Fantasy,1853,45.71,87
217,The Road,Cormac McCarthy,Fiction,1998,28.92,82
218,The Road (Illustrated Edition),Cormac McCarthy,Non-Fiction,1950,8.82,96
219,To Kill a Mockingbird,Harper Lee,Mystery,1935,45.9,91
220,Moby-Dick (Revised Edition),Herman Melville,Biography,2021,59.9,93
221,Sapiens (Collector Edition),Yuval Noah Harari,Historical Fiction,1854,40.93,30
222,The Martian,Andy Weir,Mystery,1955,8.93,73
223,Life of Pi,Yann Martel,Romance,1975,45.07,75
224,The Shining (International Edition),Stephen King,Non-Fiction,1852,29.53,42
225,The Name of the Rose,Umberto Eco,Science Fiction,1865,54.62,23
226,The Da Vinci Code (Collector Edition),Dan Brown,Mystery,1862,19.78,30
227,The Name of the Rose (Revised Edition),Umberto Eco,Historical Fiction,1993,12.23,37
228,Moby-Dick,Herman Melville,Mystery,2014,40.45,11
229,The Book Thief (International Edition),Markus Zusak,Horror,1948,24.23,98
230,Moby-Dick,Herman Melville,Horror,1962,37.84,64
231,Sapiens,Yuval Noah Harari,Mystery,2012,5.52,14
232,Sapiens (Anniversary Edition),Yuval Noah Harari,Science Fiction,1886,27.28,67
233,Moby-Dick (Revised Edition),Herman Melville,Fiction,1934,35.48,80
234,Pride and Prejudice (Anniversary Edition),Jane Austen,Science Fiction,1960,57.3,66
235,The Kite Runner (Anniversary Edition),Khaled Hosseini,Adventure,1949,10.27,0
236,The Name of the Rose (Anniversary Edition),Umberto Eco,Thriller,1911,23.21,45
237,The Alchemist (Collector Edition),Paulo Coelho,Historical Fiction,1852,57.12,63
238,Harry Potter and the Philosopher's Stone (Collector Edition),J.K. Rowling,Young Adult,1885,7.99,27
239,Moby-Dick,Herman Melville,Historical Fiction,1952,31.09,34
240,Harry Potter and the Philosopher's Stone,J.K. Rowling,Young Adult,1978,24.67,51
241,The Catcher in the Rye (Revised Edition),J.D. Salinger,Horror,1956,19.97,15
242,Sapiens (Revised Edition),Yuval Noah Harari,Mystery,1983,45.81,98
243,Life of Pi,Yann Martel,Thriller,1996,49.23,3
244,The Book Thief,Markus Zusak,Thriller,1911,28.31,6
245,Dune,Frank Herbert,Non-Fiction,1973,54.87,79
246,The Book Thief (Anniversary Edition),Markus Zusak,Fantasy,1903,12.3,41
247,Brave New World (Collector Edition),Aldous Huxley,Science Fiction,1985,58.11,66
248,The Catcher in the Rye,J.D. Salinger,Young Adult,1876,54.96,6
249,Brave New World,Aldous Huxley,Romance,1974,43.28,13
250,The Da Vinci Code,Dan Brown,Thriller,1999,43.14,10
251,The Alchemist,Paulo Coelho,Young Adult,1988,55.29,29
252,The Book Thief (International Edition),Markus Zusak,Science Fiction,1949,49.01,61
253,The Book Thief (Anniversary Edition),Markus Zusak,Mystery,1993,57.57,22
254,The Name of the Rose,Umberto Eco,Thriller,1946,7.01,59
255,The Kite Runner (International Edition),Khaled Hosseini,Biography,1932,36.68,65
256,The Kite Runner,Khaled Hosseini,Historical Fiction,1990,10.22,100
257,The Book Thief,Markus Zusak,Biography,1869,58.25,27
258,The Da Vinci Code,Dan Brown,Biography,1998,17.91,31
259,The Name of the Rose,Umberto Eco,Biography,2011,7.94,70
260,The Great Gatsby (International Edition),F. Scott Fitzgerald,Young Adult,1855,42.09,2
261,The Shining,Stephen King,Biography,1920,44.78,16
262,Life of Pi,Yann Martel,Horror,1933,16.53,82
263,Sapiens (Anniversary Edition),Yuval Noah Harari,Fiction,2000,13.12,82
264,Pride and Prejudice (International Edition),Jane Austen,Mystery,1861,25.57,67
265,Brave New World (International Edition),Aldous Huxley,Fiction,1863,16.02,32
266,The Kite Runner (Anniversary Edition),Khaled Hosseini,Horror,1980,41.12,91
267,Pride and Prejudice,Jane Austen,Science Fiction,1989,41.46,6
268,The Road (International Edition),Cormac McCarthy,Romance,1962,53.65,42
269,The Road (Collector Edition),Cormac McCarthy,Romance,1889,24.36,33
270,The Great Gatsby,F. Scott Fitzgerald,Historical Fiction,1884,14.49,80
271,Life of Pi (Illustrated Edition),Yann Martel,Fiction,1863,38.96,56
272,The Hobbit,J.R.R. Tolkien,Horror,1914,23.77,14
273,Sapiens,Yuval Noah Harari,Biography,1856,32.36,69
274,Brave New World,Aldous Huxley,Young Adult,1974,30.47,58
275,The Book Thief,Markus Zusak,Fantasy,1850,46.85,40
276,The Catcher in the Rye (Revised Edition),J.D. Salinger,Historical Fiction,1886,6.02,91
277,Brave New World (Anniversary Edition),Aldous Huxley,Young Adult,1880,25.42,75
278,The Book Thief,Markus Zusak,Historical Fiction,1891,34.17,22
279,The Book Thief (Collector Edition),Markus Zusak,Non-Fiction,1859,42.46,67
280,Harry Potter and the Philosopher's Stone,J.K. Rowling,Historical Fiction,1893,57.99,27
281,The Road (International Edition),Cormac McCarthy,Biography,1912,26.8,38
282,Brave New World,Aldous Huxley,Science Fiction,1978,14.13,12
283,Sapiens (Revised Edition),Yuval Noah Harari,Horror,2018,22.3,82
284,The Alchemist,Paulo Coelho,Thriller,1870,7.7,42
285,Life of Pi,Yann Martel,Romance,1881,48.77,30
286,The Book Thief,Markus Zusak,Horror,1910,13.42,86
287,Sapiens (Illustrated Edition),Yuval Noah Harari,Historical Fiction,1968,41.34,70
288,Moby-Dick (Anniversary Edition),Herman Melville,Thriller,2018,32.71,14
289,Sapiens (International Edition),Yuval Noah Harari,Horror,1898,19.59,23
290,The Shining,Stephen King,Fantasy,1883,43.72,17
291,The Catcher in the Rye (Illustrated Edition),J.D. Salinger,Biography,1921,54.89,13
292,The Catcher in the Rye (International Edition),J.D. Salinger,Non-Fiction,1949,59.33,45
293,The Great Gatsby,F. Scott Fitzgerald,Science Fiction,1979,13.57,35
294,The Hobbit (Anniversary Edition),J.R.R. Tolkien,Fiction,1898,55.45,77
295,Brave New World,Aldous Huxley,Adventure,1920,16.52,97
296,Life of Pi (Anniversary Edition),Yann Martel,Romance,1914,55.63,89
297,The Great Gatsby (International Edition),F. Scott Fitzgerald,Fantasy,1991,23.53,56
298,Nineteen Eighty Four (Anniversary Edition),George Orwell,Thriller,1918,11.49,2
299,Dune (Anniversary Edition),Frank Herbert,Fantasy,1940,56.87,45
300,Pride and Prejudice (Collector Edition),Jane Austen,Historical Fiction,1938,31.87,98
301,The Road (Collector Edition),Cormac McCarthy,Historical Fiction,1885,40.2,2
302,To Kill a Mockingbird,Harper Lee,Horror,1934,51.3,2
303,The Name of the Rose (Anniversary Edition),Umberto Eco,Mystery,1940,27.85,91
304,The Shining (Collector Edition),Stephen King,Thriller,1967,21.37,82
305,The Road,Cormac McCarthy,Biography,1875,23.28,34
306,The Martian,Andy Weir,Fiction,1905,20.05,68
307,Sapiens,Yuval Noah Harari,Horror,1902,36.01,98
308,Brave New World,Aldous Huxley,Thriller,1968,25.48,28
309,The Hobbit (International Edition),J.R.R. Tolkien,Adventure,1976,7.76,87
310,The Name of the Rose,Umberto Eco,Historical Fiction,1996,53.41,2
311,To Kill a Mockingbird,Harper Lee,Mystery,2017,6.67,46
312,Brave New World (Revised Edition),Aldous Huxley,Non-Fiction,1959,47.98,45
313,Harry Potter and the Philosopher's Stone,J.K. Rowling,Thriller,1957,37.76,13
314,Pride and Prejudice,Jane Austen,Fantasy,1889,25.07,60
315,Life of Pi (Illustrated Edition),Yann Martel,Romance,1918,30.51,2
316,The Shining,Stephen King,Historical Fiction,1857,45.01,20
317,The Catcher in the Rye,J.D. Salinger,Romance,1963,25.13,82
318,Dune,Frank Herbert,Science Fiction,1928,37.88,66
319,The Great Gatsby,F. Scott Fitzgerald,Science Fiction,1908,6.08,53
320,Life of Pi,Yann Martel,Non-Fiction,1948,30.87,26
321,The Kite Runner (Revised Edition),Khaled Hosseini,Mystery,1986,27.96,40
322,Harry Potter and the Philosopher's Stone (Revised Edition),J.K. Rowling,Young Adult,1888,52.9,93
323,Harry Potter and the Philosopher's Stone (Revised Edition),J.K. Rowling,Fantasy,1947,56.93,65
324,The Shining (Collector Edition),Stephen King,Horror,1910,21.25,33
325,Brave New World,Aldous Huxley,Mystery,1987,50.29,93
326,The Da Vinci Code,Dan Brown,Horror,1945,11.61,71
327,The Alchemist,Paulo Coelho,Fiction,1961,27.79,75
328,The Shining,Stephen King,Horror,2023,35.37,51
329,Brave New World (International Edition),Aldous Huxley,Fiction,1909,28.82,66
330,Moby-Dick,Herman Melville,Romance,1954,59.74,15
331,The Alchemist,Paulo Coelho,Fantasy,1958,53.91,45
332,The Kite Runner (Illustrated Edition),Khaled Hosseini,Science Fiction,1854,10.62,63
333,The Book Thief,Markus Zusak,Fantasy,1927,22.3,36
334,The Shining (Collector Edition),Stephen King,Fantasy,1969,39.12,77
335,Life of Pi,Yann Martel,Thriller,1971,20.33,94
336,Sapiens,Yuval Noah Harari,Young Adult,1869,23.35,0
337,Life of Pi,Yann Martel,Romance,1928,40,55
338,The Road,Cormac McCarthy,Thriller,1914,15.82,85
339,The Alchemist (International Edition),Paulo Coelho,Science Fiction,1967,8.69,54
340,Sapiens (Collector Edition),Yuval Noah Harari,Adventure,1942,26.48,63
341,The Martian (Anniversary Edition),Andy Weir,Thriller,1883,39.38,56
342,The Great Gatsby (Collector Edition),F. Scott Fitzgerald,Romance,1938,12.56,46
343,Moby-Dick (Anniversary Edition),Herman Melville,Science Fiction,1925,37.61,61
344,The Road (Collector Edition),Cormac McCarthy,Historical Fiction,1959,8.04,6
345,The Great Gatsby (Revised Edition),F. Scott Fitzgerald,Thriller,1910,37.45,54
346,Sapiens,Yuval Noah Harari,Thriller,1877,13.07,61
347,Brave New World (International Edition),Aldous Huxley,Fiction,1874,57.39,36
348,The Kite Runner (International Edition),Khaled Hosseini,Historical Fiction,1909,45.54,22
349,The Kite Runner (Anniversary Edition),Khaled Hosseini,Historical Fiction,1857,34.52,71
350,The Hobbit,J.R.R. Tolkien,Fiction,1878,42.37,53
351,To Kill a Mockingbird,Harper Lee,Thriller,1883,55.35,12
352,The Kite Runner,Khaled Hosseini,Biography,1977,34.05,7
353,Moby-Dick,Herman Melville,Biography,1962,52.92,83
354,The Road,Cormac McCarthy,Fiction,1980,25.53,38
355,The Shining (Illustrated Edition),Stephen King,Biography,2004,51.33,89
356,The Da Vinci Code,Dan Brown,Historical Fiction,1940,50.34,90
357,Sapiens (Revised Edition),Yuval Noah Harari,Fantasy,1928,22.46,60
358,Pride and Prejudice (International Edition),Jane Austen,Biography,1887,51.53,10
359,Harry Potter and the Philosopher's Stone,J.K. Rowling,Romance,2020,19.87,70
360,The Name of the Rose,Umberto Eco,Adventure,1906,21.4,52
361,Sapiens,Yuval Noah Harari,Fiction,1930,59.78,98
362,The Road (Illustrated Edition),Cormac McCarthy,Fantasy,1851,34.03,71
363,The Alchemist (Collector Edition),Paulo Coelho,Historical Fiction,2019,23.77,17
364,The Hobbit (Revised Edition),J.R.R. Tolkien,Science Fiction,2018,55.12,21
365,The Da Vinci Code (Collector Edition),Dan Brown,Fiction,1910,25.21,88
366,The Alchemist,Paulo Coelho,Science Fiction,1910,44.5,73
367,The Martian,Andy Weir,Young Adult,1974,20.17,39
368,The Catcher in the Rye (Anniversary Edition),J.D. Salinger,Thriller,2020,32.04,41
369,Nineteen Eighty Four  (Anniversary Edition),George Orwell,Romance,1888,24.66,97
370,Life of Pi (Revised Edition),Yann Martel,Fiction,1901,41.84,33
371,To Kill a Mockingbird,Harper Lee,Romance,1886,6.4,4
372,Pride and Prejudice,Jane Austen,Science Fiction,1972,32.98,100
373,The Kite Runner,Khaled Hosseini,Fantasy,1909,24.4,76
374,Life of Pi,Yann Martel,Biography,1930,38.69,31
375,Life of Pi,Yann Martel,Fantasy,2000,39.22,1
376,Dune,Frank Herbert,Mystery,1879,43.15,10
377,Harry Potter and the Philosopher's Stone,J.K. Rowling,Adventure,1877,50.49,11
